Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,Longitude,Depth_m,Deploy_Date,Recovery_Date,Status
LJ_P_44,125-180817,858,2.87,32052.9171 N,117-23.9115 W,500,8/17/2018,11/8/2018,R
LJ_SBE_01_DP,95-170530,875,2.02,32-51.850 N,117-28.957 W,265,5/30/2017,NULL,R
LJ_SBE_01_SH,87-170530,NULL,2.27,32-51.850 N,117-28.957 W,65,5/30/2017,NULL,R
LJ_SBE_02_DP,95-170601,875,2.02,32-51.828 N,117-27.740 W,265,6/1/2017,NULL,R
LJ_SBE_02_SH,87-170601,NULL,2.27,32-51.828 N,117-27.740 W,65,6/1/2017,NULL,R
LJ_SBE_03_DP,95-170602,875,2.02,32-51.363 N,117-32.592 W,265,6/2/2017,6/3/2017,R
LJ_SBE_03_SH,87-170602,NULL,2.27,32-51.363 N,117-32.592 W,65,6/2/2017,6/3/2017,R
LSM01-d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LSM01-s,02-070405,306,1.17B,28-36.801 N,176-42.098 W,123,4/5/2007,8/29/2007,R
LSM02-s,15-070830,350,1.17,28-35.987 N,176-42.012 W,111,8/29/2007,NULL,R
MB01_01,NULL,NULL,NULL,36-47.053 N,121-58.034 W,119,NULL,NULL,R
MBARI01-M1,NULL,0,NULL,36-45.560 N,122-01.350 W,900,8/1/2015,1/31/2016,R
NFC01-A,66-140619,667,2.02S,37-09.974 N,74-28.015 W,982,6/19/2014,4/7/2015,R
NFC_A_02,110-160730,814,2.84,37-09.991 N,74-27.996 W,968,4/30/2016,6/29/2017,R
NFC_A_03,120-170629,877,2.86,37-10.044 N,74-27.980 W,950,6/29/2017,6/2/2018,R
NFC_A_04,147-180602,808,2.87,37-09.871 N,74-27.951 W,1050,6/2/2018,5/18/2019,R
OCNMS01-CE,NULL,*,NULL,47-21.800 N,124-45.391 W,150,7/8/2004,10/6/2004,R
OCNMS02-QC,NULL,*,NULL,47-27.634 N,125-07.879 W,915,10/7/2004,7/26/2005,R
OCNMS03-QC,09-050727,*,1.17,47-28.054 N,125-09.170 W,823,7/27/2005,8/17/2006,R
OCNMS04-CE,09-060718,111,1.17,47-21.701 N,124-42.079 W,150,8/18/2006,4/20/2007,R
OCNMS04-QC,08-060817,110,1.17,47-28.134 N,125-09.799 W,615,8/17/2006,4/20/2007,R
OCNMS05-CE,08-070420,110,1.17,47-21.620 N,124-42.088 W,100,4/20/2007,7/3/2007,R
OCNMS05-QC,09-070421,111,1.17,47-27.970 N,125-09.208 W,620,4/21/2007,7/3/2007,R
OCNMS06-QC,01-070703,309,1.17*,47-27.960 N,125-09.195 W,653,7/3/2007,6/14/2008,R
OCNMS07-CE,09-071013,411,1.17,47-21.494 N,124-40.999 W,150,10/13/2007,6/15/2008,R
OCNMS08-CE,09-080616,411,1.17,47-21.485 N,124-41.001 W,100,6/16/2008,8/20/2009,R
OCNMS12-QC,57-110126,587,NULL,47-30.003 N,125-21.203 W,650,1/27/2011,12/6/2011,R
OCNMS13-CE,46-110520,614,2.02S,47-21.117 N,124-43.256 W,118,5/20/2011,TBD,R
OCNMS14-CE,67-111206,587,2.02S,47-21.141 N,124-43.275 W,150,12/6/2011,9/13/2012,R
OCNMS14-QC,70-111207,614,2.02S,47-30.026 N,125-21.212 W,1394,12/7/2011,9/12/2012,R
OCNMS15-QC,39-120913,678,2.02S,47-30.032 N,125-21.215 W,1394,9/13/2012,7/16/2013,R
OCNMS16-CE,13-130717,714,2.02S,47-21.174 N,124-42.474 W,120,7/17/2013,5/17/2014,R
OCNMS16-QC,82-130716,712,2.02S,47-30.038 N,125-21.264 W,1384,7/16/2013,5/17/2014,R
OTSG01-CCE1,05-081111,426,2.00Q,33-28.600 N,122-32.000 W,3979,11/11/2008,2/26/2009,R
OTSG02-CORC1,27-091219,567,2.01A,32-08.700 N,120-30.110 W,3845,12/19/2009,8/30/2012,L
OTSG03-CCE1,32-091215,565,2.01A,32-25.760 N,122-29.130 W,4000,12/15/2009,9/7/2010,R
OTSG03-CORC2,77-120828,675,2.02S,32-25.760 N,122-29.130 W,NULL,8/28/2012,NULL,R
OTSG04-CCE1,39-100902,612,2.02R,33-27.360 N,122-29.730 W,1000,9/2/2010,3/9/2011,R
OTSG_CORC4_02,80-140501,724,2.02S,31.44.82 N,121-22.68 W,948,NULL,10/18/2016,R
Pagan_A_01,24-150522,695,NULL,17-57.785 N,145-28.867 E,NULL,5/22/2015,7/26/2017,R
PAL02-WT,10-061019,320,1.17,05-51.846 N,162-09.907 W,620,10/19/2006,7/17/2007,R
PAL03-WT,10-070408,320,1.17,05-51.882 N,162-09.362 W,550,4/8/2007,9/20/2007,R
PAL04-WT,10-070921,320,1.17,05-51.927 N,162-09.402 W,550,9/21/2007,5/23/2008,R
PAL05-WT,10-080526,320,1.17,05-51.906 N,162-09.491 W,520,5/26/2008,10/17/2008,R
PAL06-WT,10-081021,451,1.17*,05-51.777 N,162-09.385 W,599,10/21/2008,5/23/2009,R
PAL07-NS,10-090530,451,1.17,05-54.252 N,162-02.219 W,1085,6/1/2009,9/26/2009,R
PAL08-NS,10-091003,451,NULL,05-53.719 N,162-01.229 W,718,10/3/2009,6/3/2010,R
PAL09-NS,10-100607,598,NULL,05-53.690 N,162-02.224 W,700,6/11/2010,8/24/2010,R
PAL10-NS,10-100825,598,NULL,05-53.705 N,162-02.240 W,700,8/25/2010,TBD,R
PHR01-A,36-091002,487,2.01A,27-43.517 N,175-38.287 W,753,10/2/2009,5/24/2010,R
PHR02-A,24-100510,595,NULL,27-43.620 N,175-37.946 W,752,5/24/2010,8/13/2010,R
PHR04-A,44-110411,593,NULL,27-43.519 N,175-38.257 W,550,4/11/2011,NULL,R
PHR05-A,15-110813,NULL,2.02R,27-43.521 N,175-38.250 W,NULL,8/13/2011,7/24/2012,R
PHR06-A,44-120724,593,2.02S,27-43.509 N,175-38.309 W,780,7/24/2012,5/29/2013,R
PHR07-A,57-130513,668,2.02S,27-44.462 N,175-33.588 W,985,5/3/2013,NULL,R
PHR08-A,NULL,NULL,NULL,NULL,NULL,NULL,8/26/2014,NULL,R
PHR_A_09,54-160814,675,NULL,NULL,NULL,NULL,10/15/2015,NULL,R
PHR_A_10,44-160814,678,2.02S,27-44.459 N,175-33.627 W,915,8/14/2016,11/8/2017,R
PS01-PS1,12-061003,305,1.17,36-17.946 N,122-23.628 W,1392,10/3/2006,NULL,R
PS02-PS1,20-070122,307,NULL,36-17.924 N,122-23.583 W,1390,1/24/2007,7/17/2007,R
PS03-PS1,12-070717,305,1.17*,36-17.921 N,122-23.598 W,1386,1/17/2007,1/24/2008,R
PS04-PS1,20-080124,400,1.17*,36-18.876 N,122-23.465 W,1386,1/24/2008,8/2/2008,R
PS05-PS1,12-080801,305,1.17*,36-23.427 N,122-18.351 W,833,8/1/2008,1/29/2009,R
PS06-PS1,20-090129,484,1.17*,36-17.921 N,122-23.598 W,1386,1/29/2009,4/30/2009,R
PS07-PS1,12-090430,NULL,NULL,36-23.336 N,122-18.409 W,847,4/30/2009,9/22/2009,R
PS08-PS1,20-090922,484,NULL,36-23.367 N,122-18.457 W,843,9/22/2009,NULL,R
PS09-PS1,12-100225,486,2.01A,36-23.479 N,122-18.450 W,837,2/25/2010,NULL,R
PS11-PS1,12-110620,627,NULL,36-23.472 N,122-18.419 W,850,6/20/2011,NULL,R
PS12-PS1,20-111129,641,NULL,36-17.945 N,122-23.633 W,1412,11/29/2011,NULL,R
Saipan01-A,24-100310,594,NULL,15-18.998 N,145-27.542 E,689,3/10/2010,4/2/2011,R
Saipan02-A,24-110405,594,2.02S,15-19.026 N,145-27.463 E,696,4/30/2011,6/18/2012,R
Saipan03-A,24-120619,583,2.02S,15-19.067 N,145-27.421 E,NULL,8/19/2012,7/14/2013,R
Saipan04-A,24-130720,651,2.02S,15-19.275 N,145-27.260 E,600,7/13/2013,6/14/2014,R
Saipan05-A,24-140615,695,2.02S,15-19.275 N,145-27.260 E,600,6/15/2014,NULL,R
Saipan_A_06,30-150511,668,2.02S,15-19.046 N,145-27.433 E,NULL,5/11/2015,5/18/2016,R
Saipan_A_07,30-160527,691,NULL,15-19.003 N,145-27.260 E,NULL,5/27/2016,5/17/2017,R
Saipan_A_08,142-170526,863,2.86,15-19.021 N,145-27.443 E,329,5/26/2017,7/10/2018,R
SBGray01-A,43-100301,578,2.02Q,34-23.401 N,119-52.999 W,56,3/1/2010,4/7/2010,R
SBGray02-A,43-100407,578,2.02Q,34-23.389 N,119-52.961 W,55,4/7/2010,5/25/2010,R
SDT_BF_01,89-170728,887,2.02AA2,32-51.718 N,117-36.448 W,915,7/27/2017,11/13/2017,R
SDT_DP_01,71-170803,892,2.02AA2,32-51.494 N,117-27.172 W,610,8/3/2017,11/15/2017,R
SDT_GR_01,69-170731,890,2.02AA2,32-49.220 N,117-41.800 W,1082,7/31/2017,11/13/2017,R
SDT_HP_01,34-170731,885,2.02AA2,32-45.597 N,117-39.302 W,1044,7/31/2017,11/13/2017,R
SDT_PR_01,37-170803,888,2.02AA2,32-54.885 N,117-29.772 W,735,8/3/2017,11/15/2017,R
SDT_SL_01,92-170727,886,2.02AA2,32-47.916 N,117-34.489 W,943,7/27/2017,11/15/2017,R
SDT_SW_01,27-170731,884,2.02AA2,32-42.502 N,117-45.800 W,302,7/31/2017,11/13/2017,R
SDT_SZ_01,58-170803,893,2.02AA2,32-49.691 N,117-30.947 W,823,8/3/2017,11/15/2017,R
SDT_WQ_01,25-170731,889,NULL,32-46.301 N,117-47.905 W,295,7/31/2017,11/13/2017,R
SEAK_SS_01,109-190223,780,2.86,57-06.516 N,135-30.516 W,190,2/23/2019,4/30/2019,R
Socal01-A,07-050813,110,1.17,33-15.127 N,118-15.044 W,318,8/13/2005,10/4/2005,R
Socal01-B,13-050813,311,1.17,34-16.434 N,120-01.499 W,600,8/13/2005,?,R
Socal01-C,10-050814,H112,1.17,34-18.992 N,120-48.304 W,730,8/14/2005,?,R
Socal02-A,02-051004,H201,1.17B,33-15.101 N,118-15.148 W,339,10/4/2005,5/3/2006,R
Socal02-B,08-051005,H200,1.17,34-16.480 N,120-01.414 W,580,10/5/2005,5/14/2006,R
Socal02-C,07-051006,H202,1.17,34-18.950 N,120-48.053 W,828,10/6/2005,?,R
Socal03-D,60514,H308,NULL,33-48.992 N,121-50.590 W,360,5/15/2006,9/27/2006,R
Socal04-A,07-060710,H302,1.17,33-15.114 N,118-15.110 W,335,7/10/2006,9/1/2006,R
Socal05-A,14-060901,H306,1.17,33 15.140 N,118-15.130 W,335,9/1/2006,11/7/2006,R
Socal05-C,18-060901,H307,1.17B,34 18.950 N,120-48.053 W,800,9/1/2006,1/19/2007,R
Socal05-E,16-060901,H302,1.17,32-39.066 N,119-28.851 W,1330,9/2/2006,11/5/2006,R
Socal07-E,21-061026,H301,1.17B,32-38.993 N,119-29.009 W,1330,10/26/2007,5/9/2007,R
Socal08-A,02-061107,H309,1.17B,33-15.170 N,118-15.175 W,330,11/7/2006,1/20/2007,R
Socal09-B,14-061117,HT325,1.17*,34-16.469 N,120-01.372 W,582,11/17/2006,1/19/2007,R
Socal10-A,23-070120,H345,1.17B,33-15.098 N,118-14.992 W,323,1/20/2007,3/8/2007,R
Socal10-C,25-070119,HT325,1.17B,34-18.621 N,120-47.925 W,766,1/19/2007,3/26/2007,R
Socal10-G,22-070118,H351,1.17B,32-55.507 N,118-36.307 W,303,1/18/2007,1/18/2007,R
Socal11-B,24-070225,H309,1.17B,34-16.500 N,120-01.520 W,581,2/25/2007,4/21/2007,R
Socal12-A,11-070308,H352,1.17,33-15.147 N,118-14.991 W,200,3/8/2007,3/8/2007,R
Socal12-B,11-070403,H356,1.17,33-15.149 N,118-14.991 W,200,4/3/2007,5/9/2007,R
Socal13-C,25-070326,HT325,1.17B,34-18.598 N,120-47.890 W,768,3/26/2007,7/11/2007,R
Socal14-A,23-070509,H354,1.17B,33-14.861 N,118-15.835 W,577,5/9/2007,7/10/2007,R
Socal14-B,21-070509,H356,1.17B,34-16.506 N,120-01.505 W,600,5/9/2007,6/17/2008,R
Socal14-E,22-070509,H351,1.17B,32-39.415 N,119-28.405 W,1316,5/9/2007,10/23/2007,R
Socal14-G,18-070509,H325,1.17B,32-55.552 N,118-37.187 W,485,5/9/2007,7/22/2007,R
Socal15-A,24-070710,H400,1.17B,33-15.027 N,118-14.991 W,339,7/10/2007,10/21/2007,R
Socal16-B,23-070713,HT325,1.17B,34-16.519 N,120-01.443 W,500,7/13/2007,10/29/2007,R
Socal16-C,14-070712,H401,1.17*,34-18.477 N,120-47.796 W,770,7/12/2007,10/29/2007,R
Socal18-D,11-070725,H3__,1.17*,33-50.253 N,121-51.269 W,3630,7/25/2007,12/19/2008,R
Socal18-G,17-070723,H405,1.17*,32-55.605 N,118-37.254 W,480,7/23/2007,10/22/2007,R
SOCAL18-H,18-070723,407,1.17B,32-50.813 N,119-10.600 W,1013,7/23/2007,10/23/2007,R
Socal19-A,24-071022,H425,1.17B,33-15.039 N,118-14.963 W,318,10/22/2007,10/22/2007,R
Socal19-E,17-071023,H405,1.17,32-39.412 N,119-28.412 W,1288,10/23/2007,8/2/2008,R
Socal19-G,02-071022,H413,1.17B,32-55.602 N,118-37.248 W,471,10/22/2007,1/12/2008,R
Socal22-A,25-071213,429,1.17B,33-15.107 N,118-14.897 W,308,12/13/2007,2/8/2008,R
Socal23-G,14-080113,426,1.17B,32-55.619 N,118-38.135 W,458,1/13/2008,6/3/2008,R
SOCAL23-H,19-080112,428,1.17B,32-50.782 N,119-10.551 W,1015,1/12/2008,6/3/2008,R
Socal24-A2,02-080208,H414,1.17B,33-13.783 N,118-16.146 W,1100,2/8/2008,4/11/2008,R
Socal25-A2,24-080411,450,1.17B,33-13.812 N,118-16.442 W,1100,4/11/2008,6/3/2008,R
Socal26-A2,05-080603,H500,2.00Q,33-13.764 N,118-16.474 W,1139,6/3/2008,8/1/2008,R
Socal26-B,02-080606,451,1.17B,34-16.588 N,120-01.536 W,582,6/6/2008,7/23/2008,R
Socal26-G,24-080604,454,1.17B,32-55.639 N,118-37.105 W,435,6/4/2008,8/2/2008,R
SOCAL26-H,14-080604,426,1.17B,32-50.823 N,119-10.606 W,1012,6/4/2008,8/3/2008,R
Socal26-J,13-080605,453,1.17B,34-08.399 N,119-59.349 W,238,6/5/2008,7/23/2008,R
Socal27-A2,05-080802,451,2.00Q,33-13.758 N,118-16.439 W,1141,8/2/2008,9/16/2008,R
Socal27-E,24-080803,453,1.17B,32-39.448 N,119-28.288 W,1300,8/3/2008,10/19/2008,R
SOCAL27-H,19-080804,452,1.17B,32-50.841 N,119-10.489 W,1018,8/4/2008,10/18/2008,R
Socal28-A2,28-080916,476,2.00*,33-13.424 N,118-16.773 W,1150,9/16/2008,10/16/2008,R
Socal29-A2,30-081021,550,2.00*,33-13.282 N,118-16.495 W,1141,10/21/2008,12/18/2008,R
Socal29-E,19-081019,452,1.17B,32-39.440 N,119-28.252 W,1295,10/19/2008,12/21/2008,R
SOCAL29-H,24-081020,453,1.17B,32-50.823 N,119-10.624 W,1015,10/20/2008,12/17/2008,R
Socal30-H-Q2-DL27,27-081221,478,2.00Q,32-50.754 N,119-10.387 W,1010,12/21/2008,1/12/2009,R
Socal30-J,13-081219,483,1.17B,34-08.364 N,119-59.336 W,231,12/19/2008,3/12/2009,R
Socal31-A2,29-090114,480,2.00*,33-13.696 N,118-16.520 W,1139,1/14/2009,3/10/2009,R
Socal31-E,26-090113,477,2.00Q,32-39.427 N,119-28.430 W,1317,1/13/2009,3/13/2009,R
Socal31-G2,24-090112,481,1.17B,33-08.407 N,118-52.815 W,1130,1/12/2009,3/10/2009,R
SOCAL31-H,30-090112,482,2.00Q,32-50.587 N,119-10.170 W,1004,1/12/2009,3/13/2009,R
SOCAL31-M,19-090113,452,1.17B,33-30.582 N,119-15.282 W,895,1/13/2009,3/10/2009,R
SOCAL31-N,27-090113,478,2.00L,32-22.204 N,118-33.908 W,1369,1/13/2009,3/13/2009,R
Socal32-A2,05-090310,400,2.00S,33-13.679 N,118-16.554 W,1141,3/10/2009,5/16/2009,R
Socal32-B,25-090312,412,1.17B,34-16.528 N,120-01.129 W,577,3/12/2009,5/11/2009,R
Socal32-C,02-090311,413,1.17B,34-18.885 N,120-48.367 W,802,3/11/2009,5/17/2009,R
Socal32-E,19-090313,452,1.17B,32-39.409 N,119-28.419 W,1308,3/13/2009,5/19/2009,R
Socal32-G2,29-090310,480,2.00S,33-08.408 N,118-52.811 W,1126,3/10/2009,5/16/2009,R
SOCAL32-H,26-090313,477,2.00Q,32-50.587 N,119-10.170 W,935,3/13/2009,5/19/2009,R
Socal32-K2,13-090312,483,1.17B,34-00.039 N,120-32.540 W,569,3/12/2009,recovered from Japan,R
SOCAL32-M,24-090310,481,1.17B,33-30.579 N,119-15.280 W,1123,3/10/2009,5/16/2009,R
SOCAL32-N,30-090314,482,2.00S,32-22.205 N,118-33.905 W,1295,3/14/2009,5/19/2009,R
Socal32-SS,31-090312,492,2.00S,34-24.366 N,119-53.440 W,21,3/12/2009,4/2/2009,R
Socal33-A2,11-090516,494,1.17B,33-13.697 N,118-16.554 W,1139,5/16/2009,7/26/2009,R
Socal33-CCE1,27-090517,473,2.01X,33-28.400 N,122-31.400 W,3990,5/17/2009,12/13/2009,R
Socal33-E,24-090519,481,1.17B,32-39.379 N,119-28.389 W,1313,5/19/2009,7/24/2009,R
Socal33-G2,05-090516,400,2.00S,33-08.411 N,118-52.832 W,1126,5/16/2009,12/2/2013,R
SOCAL33-H,32-090519,488;489;490;491,2.10F,32-50.540 N,119-10.297 W,994,5/19/2009,7/22/2009,R
SOCAL33-M,29-090516,480,2.00S,33-30.580 N,119-15.253 W,1120,5/16/2009,7/26/2009,R
SOCAL33-N,19-090519,452,1.17B,32-22.197 N,118-33.893 W,1295,5/19/2009,7/22/2009,R
Socal33-SN,33-090518,495,2.01X,32-54.913 N,120-22.544 W,1086,5/18/2009,7/22/2010,R
Socal34-E,32-090724,492,2.01,32-39.539 N,119-28.632 W,1334,7/24/2009,9/25/2009,R
Socal34-G2,24-090725,481,1.17B,33-08.559 N,118-53.588 W,1106,7/25/2009,9/25/2009,R
SOCAL34-H,19-090723,560,1.17B,32-50.569 N,119-10.294 W,992,7/23/2009,9/25/2009,R
SOCAL34-M,31-090727,452,2.01,33-30.927 N,119-14.794 W,902,7/27/2009,9/25/2009,R
SOCAL34-N,17-090722,561,1.17B,32-22.186 N,118-33.885 W,1287,7/22/2009,9/25/2009,R
Socal34-TB,31-090721,560,2.01,32-39.851 N,119-15.032 W,126,7/21/2009,7/23/2009,R
Socal35-G2,31-090925,452,2.01A,33-08.566 N,118-53.597 W,1108,9/25/2009,12/5/2009,R
SOCAL35-H,24-090925,481,1.17B,32-50.564 N,119-10.279 W,995,9/25/2009,12/5/2009,R
Socal35-K3,44-090924,577,2.01A,33-54.825 N,119-33.883 W,974,9/24/2009,12/16/2009,R
SOCAL35-M,43-090925,578,2.01A,33-30.923 N,119-14.779 W,912,9/25/2009,12/4/2009,R
SOCAL35-N,19-090925,560,1.17B,32-22.191 N,118-33.887 W,1295,9/25/2009,12/6/2009,R
Socal35-P,38-090923,565,2.01A,32-53.598 N,117-22.714 W,479,9/23/2009,12/3/2009,R
Socal35-Q,39-090924,566,2.01A,33-49.222 N,118-37.775 W,682,9/24/2009,12/4/2009,R
Socal35-R,37-090924,567,2.01A,33-09.596 N,120-00.580 W,1208,9/24/2009,12/5/2009,R
Socal35-S,32-090926,492,2.01,32-29.095 N,118-16.407 W,1390,9/26/2009,12/6/2009,R
SOCAL36-H,37-091205,587,2.01A,32-50.550 N,119-10.266 W,997,12/5/2009,1/30/2010,R
SOCAL36-M,39-091204,566,2.01A,33-30.937 N,119-14.798 W,912,12/4/2009,1/29/2010,R
SOCAL36-N,31-091205,585,2.01A,32-22.186 N,118-33.769 W,1282,12/5/2009,1/30/2010,R
Socal36-P,29-091203,588,2.02Q,32-53.598 N,117-22.714 W,477,12/3/2009,1/12/2010,R
Socal36-Q,17-091204,584,2.01A,33-49.204 N,118-37.762 W,687,12/4/2009,1/29/2010,R
Socal36-R,43-091205,578,2.01A,33-09.628 N,120-00.615 W,1200,12/5/2009,1/30/2010,R
Socal36-S,19-091206,560,2.01A,32-29.078 N,118-16.366 W,1387,12/6/2009,1/30/2010,R
SOCAL37-H,39-100130,566,2.01A,32-50.554 N,119-10.272 W,992,1/30/2010,4/10/2010,R
SOCAL37-M,29-100129,473,2.01A,33-30.915 N,119-14.960 W,891,1/29/2010,4/9/2010,R
SOCAL37-N,37-100130,587,2.01A,32-22.184 N,118-33.768 W,1280,1/30/2010,4/11/2010,R
Socal37-P-DL19,19-100131,577,2.02Q,32-53.595 N,117-22.709 W,476,1/31/2010,2/8/2010,R
Socal37-P-DL43,43-100131,578,2.01A,32-53.595 N,117-22.709 W,476,1/31/2010,2/8/2010,R
Socal37-Q,45-100129,596,2.01A,33-49.207 N,118-37.75 W,671,1/29/2010,4/9/2010,R
Socal37-R,17-100130,584,2.01A,33-09.621 N,120-00.606 W,1188,1/30/2010,4/10/2010,R
Socal37-S,31-100130,585,2.01A,32-29.092 N,118-16.370 W,1375,1/30/2010,4/11/2010,R
SOCAL38-H,17-100410,584,2.02Q,32-50.555 N,119-10.252 W,989,4/10/2010,7/22/2010,R
SOCAL38-M,45-100409,596,2.02Q,33-30.897 N,119-14.896 W,917,4/9/2010,7/21/2010,R
SOCAL38-N,39-100411,566,2.02Q,32-22.180 N,118-33.800 W,1284,4/11/2010,7/23/2010,R
Socal38-P,31-100409,585,2.02Q,32-53.550 N,117-22.859 W,500,4/11/2010,TBD,R
Socal38-Q,19-100409,588,2.02Q,33-49.209 N,118-37.681 W,671,4/9/2010,7/21/2010,R
Socal38-R,29-100410,591,2.02Q,33-09.601 N,120-00.522 W,1202,4/10/2010,7/22/2010,R
Socal38-S,37-100411,587,2.02Q,32-29.092 N,118-16.309 W,1380,4/11/2010,7/23/2010,R
SOCAL40-H,29-100722,591,2.02R,32-50.552 N,119-10.254 W,1004,7/22/2010,12/6/2010,R
SOCAL40-M,68-100721,588,2.02R,33-30.891 N,119-14.832 W,909,7/21/2010,12/5/2010,R
SOCAL40-N,17-100722,584,2.02R,32-22.182 N,118-33.803 W,1288,7/22/2010,12/6/2010,R
Socal40-R,45-100721,596,2.02R,33-09.599 N,120-00.499 W,1197,7/22/2010,12/5/2010,R
Socal40-S,46-100723,566,2.02R,32-29.096 N,118-16.293 W,1388,7/23/2010,12/7/2010,R
Socal40-SN,52-100721,611,2.02R,32-54.897 N,120-22.523 W,1086,7/22/2010,12/6/2010,R
SOCAL41-H,45-101206,614,2.02S,32-50.553 N,119-10.247 W,1002,12/6/2010,5/11/2011,R
SOCAL41-M,33-101205,618,2.02S,33-30.897 N,119-14.888 W,919,12/5/2010,5/10/2011,R
SOCAL41-N,29-101206,591,2.02S,32-22.183 N,118-33.802 W,1271,12/6/2010,5/12/2011,R
Socal41-NE,58-101207,599,2.02R,32-22.174 N,118-33.474 W,1245,12/7/2010,1/5/2011,R
Socal41-NN,55-101206,605,2.10L,32-22.450 N,118-33.799 W,1275,12/6/2010,2/13/2011,R
Socal41-NS,56-101207,619,2.02R,32-21.913 N,118-33.805 W,1293,12/7/2010,1/5/2011,R
Socal41-NW,32-101207,604,2.10L,32-22.182 N,118-34.124 W,1315,12/7/2010,2/13/2011,R
Socal41-R,19-101205,588,2.02S,33-09.605 N,120-00.519 W,1197,12/5/2010,5/11/2011,R
Socal41-S,52-101207,566,2.02S,32-29.102 N,118-16.323 W,1380,12/7/2010,5/12/2011,R
Socal42-NE,58-110106,599,2.02R,32-22.182 N,118-33.478 W,1254,1/6/2011,2/13/2011,R
Socal42-NS,56-110106,619,2.02R,32-21.913 N,118-33.799 W,1293,1/6/2011,2/13/2011,R
SOCAL44-H,33-110511,618,2.02C,32-50.558 N,119-10.287 W,989,5/11/2011,10/13/2011,R
SOCAL44-M,43-110506,560,2.02S,33-30.887 N,119-14.875 W,928,5/6/2011,10/25/2011,R
SOCAL44-N,19-110511,588,2.02S,32-22.189 N,118-33.803 W,1282,5/12/2011,10/13/2011,R
SOCAL45-H,69-111014,649,2.02S,32-50.537 N,119-10.217 W,1008,10/14/2011,3/24/2012,R
SOCAL45-M,71-101025,618,2.02S,33-30.886 N,119-14.886 W,927,10/25/2011,3/21/2012,R
SOCAL45-N,66-111013,643,2.02S,32-22.199 N,118-33.894 W,1295,10/13/2011,3/24/2012,R
SOCAL46-H,76-120324,665,2.05A,32-50.529 N,119-10.191 W,993,3/24/2012,8/10/2012,R
SOCAL46-M,39-120321,662,2.02S,33-30.826 N,119-14.880 W,926,3/21/2012,8/9/2012,R
SOCAL46-N,43-120324,643,2.02S,32-22.200 N,118-33.903 W,1292,3/24/2012,8/10/2012,R
SOCAL47-H,13-120810,676,2.02S,32-50.806 N,119-10.575 W,1006,8/10/2012,12/19/2012,R
SOCAL47-M,68-120810,677,2.02S,33-30.547 N,119-14.444 W,660,8/9/2012,12/17/2012,R
SOCAL47-N,16-120810,668,2.02S,32-22.157 N,118-33.938 W,1285,8/10/2012,12/19/2012,R
SOCAL48-H,17-121221,697,2.05A,32-50.536 N,119-10.245 W,1000,12/20/2012,4/30/2013,R
SOCAL48-M,81-121216,691,2.02S,33-30.599 N,119-15.305 W,907,12/16/2012,4/30/2013,R
SOCAL48-N,71-121220,672,2.02S,32-22.196 N,118-33.917 W,1300,12/20/2012,5/1/2013,R
SOCAL49-H,68-130501,642,2.02S,32-50.419 N,119-10.118 W,990,5/1/2013,9/9/2013,R
SOCAL49-M,27-130430,700,2.02S,33-30.607 N,119-15.305 W,882,4/30/2013,9/9/2013,R
SOCAL49-N,81-130502,672,2.02S,32-22.194 N,118-33.892 W,1292,5/2/2013,9/10/2013,R
SOCAL50-H,86-130910,723,2.02U,32-50.307 N,119-10.006 W,NULL,9/10/2013,1/6/2014,R
SOCAL50-M,80-130909,724,2.02S,33-30.584 N,119-15.252 W,NULL,9/9/2013,1/6/2014,R
SOCAL51-H,32-140106,729,2.02S,32-50.307 N,119-10.006 W,960,1/6/2014,4/3/2014,R
SOCAL51-M,54-140106,731,2.02S,33-30.577 N,119-15.251 W,877,1/6/2014,4/4/2014,R
SOCAL51-N,86-140107,723,2.02U,32-22.194 N,118-33.892 W,1230,1/7/2014,4/4/2014,R
SOCAL52-H,81-140403,740,2.02U,32-50.800 N,119-10.588 W,986,4/3/2014,7/30/2014,R
SOCAL52-M,89-140403,736,2.02S,33-30.595 N,119-15.305 W,890,4/3/2014,7/28/2014,R
SOCAL52-N,32-140403,738,2.02S,32-22.197 N,118-33.913 W,1154,4/4/2014,7/30/2014,R
SOCAL53-H,89-140730,736,2.02S,32-50.693 N,119-10.564 W,NULL,7/30/2014,11/5/2014,R
SOCAL53-M,34-140730,714,2.02S,33-30.842 N,119-14.911 W,900,7/30/2014,11/3/2014,R
SOCAL53-N,81-140730,740,2.02U,32-22.185 N,118-33.820 W,NULL,7/30/2014,11/5/2014,R
Socal53-SN,54-140729,731,2.02S,32-54.917 N,120-22.532 W,NULL,7/29/2014,6/11/2015,R
SOCAL54-H,83-141105,742,2.02S,32-50.775 N,119-10.544 W,1000,11/5/2014,2/4/2014,R
SOCAL54-M,82-141103,599,2.02S,33-30.837 N,119-14.943 W,900,11/3/2014,2/4/2014,R
SOCAL54-N,89-141105,714,2.02S,32-22.180 N,118-33.951 W,NULL,11/5/2014,2/4/2014,R
SOCAL55-H,13-150204,734,2.02U,32-50.778 N,119-10.584 W,1000,2/4/2015,6/1/2015,R
SOCAL55-N,47-150204,736,2.02U,32-22.211 N,118-33.937 W,1000,2/4/2015,6/1/2015,R
