Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,Longitude,Depth_m,Deploy_Date,Recovery_Date,Status,Sample_Rate,Cycle_Int,Duty_Dur,Prob_Set,Data_Start_Date,Data_Start_Time,Data_End_Date,Data_End_Time,Rec_Dur
WAT_OC_01,74-150425,707,2.02U,40-15.798 N,67-59.174 W,1100,2015-04-25,2016-04-23,R,200,0,0,1,2015-04-26,00:00:00,2016-02-09,06:16:15,289.2
WAT_OC_02,125-160424,820,2.84,40-15.799 N,67-59.174 W,NULL,2016-04-23,2017-07-07,R,200,0,0,1,2016-04-24,05:59:59,2017-05-18,06:37:35,389
WAT_OC_03,148-170707,857,2.86,40-15.800 N,67-59.180 W,790,2017-07-07,2018-06-09,R,200,0,0,0,2017-07-06,23:59:59,2018-04-16,05:56:18,283.2
WAT_WC_01,123-160420,802,2.84,38-22.449 N,73-22.241 W,1000,2016-04-20,2017-06-29,R,200,0,0,1,2016-04-20,06:00:00,2017-06-29,20:57:36,435.6
WAT_WC_02,110-170629,NULL,2.86,38-22.431 N,73-22.209 W,1000,2017-06-29,2018-06-02,R,200,0,0,1,2017-06-30,00:00:00,2018-06-02,20:42:36,337.9
WG02,NULL,NULL,NULL,19-58.560 N,155-52.800 W,8,2009-10-09,2009-10-13,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
WG03,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,200,0,0,0,2010-03-11,04:09:17,2010-03-13,18:31:05,2.6
WG04,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,200,0,0,0,2010-05-11,20:06:15,2010-05-13,18:20:00,2
WG05,40-100727,569,2.01A,SIO pier,NULL,0,2010-07-27,TBD,R,200,0,0,0,2010-07-27,20:00:00,2010-07-28,19:20:00,1
WG06,40-100729,NULL,2.01A,SIO pier,NULL,0,2010-07-29,TBD,R,200,0,0,0,2010-07-29,17:00:00,2010-07-30,00:12:30,1
WG09,40-110621,569,NULL,1 m off pier,over cliff,NULL,NULL,2011-06-21,R,200,0,0,0,2011-06-13,20:00:00,2011-06-21,22:33:45,8.1
